Primary_Key,ProdCat1,ProdCat2,GROSS_TURNOVER,INVOICE_NUMBER,Cluster
32342_Customer Group_1073,IoT and Smart Solutions,Environmental Monitoring Services,151.823,1,0
32342_Customer Group_1073,IoT and Smart Solutions,Fleet Management Solutions,38.4426,2,0
32342_Customer Group_1073,IoT and Smart Solutions,Smart City Solutions,66.3835,1,0
32342_Customer Group_1073,Mobile Services,Mobile Plans (Prepaid),671.6800000000001,5,0
32342_Customer Group_1073,Network and Infrastructure,Carrier Services,624.8774,1,0
32342_Customer Group_1073,Network and Infrastructure,Network Design Services,186.1605,2,0
32342_Customer Group_1073,Network and Infrastructure,Network Equipment Sales,665.2773,4,0
32342_Customer Group_1073,Network and Infrastructure,Wholesale Telecom Services,4079.784,3,0
32342_Customer Group_1073,Security and Privacy,Network Security Solutions,72.6589,3,0
32342_Customer Group_1073,Television and Entertainment,Mobile TV Services,18247.0006,45,0
32342_Customer Group_1073,Television and Entertainment,Premium TV Channels,201.47469999999998,3,0
32454_Customer Group_583,Devices and Accessories,Data Center Equipment - Servers,55.5709,1,4
32454_Customer Group_583,Digital Transformation Services,Remote Work Solutions,2976.0,1,4
32454_Customer Group_583,IoT and Smart Solutions,Smart City Solutions,353.8815,3,4
32454_Customer Group_583,Mobile Services,Family Mobile Plans,585.8933,3,4
32454_Customer Group_583,Mobile Services,Mobile Plans (Prepaid),33.1251,1,4
32454_Customer Group_583,Network and Infrastructure,Carrier Services,219.8919,1,4
32454_Customer Group_583,Network and Infrastructure,Network Infrastructure Services,597.18,1,4
32454_Customer Group_583,Network and Infrastructure,Network Maintenance Services,465.30199999999996,2,4
32454_Customer Group_583,Security and Privacy,Cybersecurity Solutions,3101.6,2,4
32454_Customer Group_583,Security and Privacy,Network Security Solutions,11.3652,1,4
32454_Customer Group_583,Television and Entertainment,Mobile TV Services,199.4996,2,4
32454_Customer Group_583,Television and Entertainment,Over-the-Top (OTT) Services,278.3904,1,4
326100_Customer Group_4771,Broadband and Internet Services,4G Services,126613.1378,34,8
326100_Customer Group_4771,Broadband and Internet Services,5G Services,635.0685,1,8
326100_Customer Group_4771,Business Solutions,Contact Center Solutions,165.432,1,8
326100_Customer Group_4771,Business Solutions,Managed IT Services,4875.9,1,8
326100_Customer Group_4771,Cloud and Hosting Services,Private Cloud Services,3656.34,3,8
326100_Customer Group_4771,Devices and Accessories,Data Center Equipment - Rack Solutions,2489.7009,2,8
326100_Customer Group_4771,Devices and Accessories,Data Center Equipment - Storage Solutions,169378.2722,7,8
326100_Customer Group_4771,Devices and Accessories,Enterprise networking equipment,77267.9024,22,8
326100_Customer Group_4771,Digital Transformation Services,Cloud and Hosting Services,63143.3233,21,8
326100_Customer Group_4771,Mobile Services,Family Mobile Plans,458.11400000000003,2,8
326100_Customer Group_4771,Mobile Services,GPS Tracking Services,2862.9864,1,8
326100_Customer Group_4771,Mobile Services,Mobile Plans (Postpaid),70251.04800000001,20,8
326100_Customer Group_4771,Network and Infrastructure,Network Design Services,2312.0384,3,8
326100_Customer Group_4771,Network and Infrastructure,Wholesale Telecom Services,20.7774,1,8
326100_Customer Group_4771,Television and Entertainment,Educational TV Channels,1070.8516,1,8
326100_Customer Group_4771,Television and Entertainment,Kids Entertainment Packages,438.9216,1,8
326100_Customer Group_4771,Television and Entertainment,Mobile TV Services,7204.6896,9,8
326100_Customer Group_4771,Television and Entertainment,News Subscription Packages,20384.7611,7,8
326100_Customer Group_4771,Television and Entertainment,Sports Subscription Packages,64694.7486,12,8
32642_Customer Group_1337,Network and Infrastructure,Carrier Services,4607.7744999999995,2,6
32642_Customer Group_1337,Security and Privacy,Cybersecurity Solutions,122.8284,2,6
32690_Customer Group_209,Business Solutions,Digital Workspace Solutions,12559.5313,11,9
32690_Customer Group_209,Business Solutions,Managed IT Services,148.9232,2,9
32690_Customer Group_209,Business Solutions,Workforce Management Solutions,496.3524,1,9
32690_Customer Group_209,Cloud and Hosting Services,Application Hosting Services,2221.8822,7,9
32690_Customer Group_209,Cloud and Hosting Services,Data Backup Services,143.7639,1,9
32690_Customer Group_209,Cloud and Hosting Services,Platform as a Service (PaaS),1637.8255,5,9
32690_Customer Group_209,Communication Tools,Web Conferencing Services,28905.5858,30,9
32690_Customer Group_209,Customer Support and Management,Customer Support Services,1538.94,1,9
32690_Customer Group_209,Data and Analytics,Big Data Solutions,235.143,1,9
32690_Customer Group_209,Data and Analytics,Data Analytics Services,668.8670999999999,2,9
32690_Customer Group_209,Data and Analytics,Predictive Analytics,8062.5115,35,9
32690_Customer Group_209,Devices and Accessories,Data Center Equipment - Rack Solutions,309.879,1,9
32690_Customer Group_209,Devices and Accessories,Data Center Equipment - Servers,497.4423,3,9
32690_Customer Group_209,Devices and Accessories,Network switches,2188.4102,3,9
32690_Customer Group_209,Digital Transformation Services,Cloud-native Development,1144.513,2,9
32690_Customer Group_209,Digital Transformation Services,Remote Work Solutions,3068.6556,4,9
32690_Customer Group_209,Gaming and eSports,Live Streaming Services,1831.3500000000001,3,9
32690_Customer Group_209,IoT and Smart Solutions,Environmental Monitoring Services,52564.7477,37,9
32690_Customer Group_209,IoT and Smart Solutions,Smart City Solutions,175.2575,2,9
32690_Customer Group_209,Mobile Services,Family Mobile Plans,11682.4335,61,9
32690_Customer Group_209,Mobile Services,Mobile Device Management (MDM),5122.777,18,9
32690_Customer Group_209,Mobile Services,Mobile Plans (Prepaid),3697.1877,17,9
32690_Customer Group_209,Network and Infrastructure,Carrier Services,1336.9833,2,9
32690_Customer Group_209,Network and Infrastructure,Network Design Services,376.2592,4,9
32690_Customer Group_209,Network and Infrastructure,Network Equipment Sales,691.9938999999999,3,9
32690_Customer Group_209,Network and Infrastructure,Network Monitoring Services,1297.76,2,9
32690_Customer Group_209,Network and Infrastructure,Wholesale Telecom Services,5674.790000000001,10,9
32690_Customer Group_209,Security and Privacy,Access Control Solutions,5837.3728,6,9
32690_Customer Group_209,Security and Privacy,Cybersecurity Solutions,18238.0509,68,9
32690_Customer Group_209,Security and Privacy,Network Security Solutions,112.6926,2,9
32690_Customer Group_209,Television and Entertainment,Kids Entertainment Packages,89.3268,1,9
32690_Customer Group_209,Television and Entertainment,Mobile TV Services,5180.2909,21,9
32690_Customer Group_209,Television and Entertainment,Movie Subscription Packages,1463.18,1,9
32690_Customer Group_209,Television and Entertainment,Over-the-Top (OTT) Services,1683.4258,6,9
32690_Customer Group_209,Television and Entertainment,Premium TV Channels,631.7151,5,9
32690_Customer Group_209,Television and Entertainment,Smart TV Services,17.4463,2,9
33088_Customer Group_1743,Business Solutions,Digital Workspace Solutions,1189.0599,1,5
33088_Customer Group_1743,Cloud and Hosting Services,Application Hosting Services,149.0122,1,5
33088_Customer Group_1743,Community and Social Platforms,Professional Networking Platforms,964.2144000000001,1,5
33088_Customer Group_1743,Data and Analytics,Predictive Analytics,3298.3136,5,5
33088_Customer Group_1743,IoT and Smart Solutions,Smart City Solutions,964.068,1,5
33088_Customer Group_1743,Mobile Services,Family Mobile Plans,359.5788,1,5
33088_Customer Group_1743,Mobile Services,Mobile Plans (Prepaid),399.754,2,5
33088_Customer Group_1743,Network and Infrastructure,Network Maintenance Services,39.0186,1,5
33088_Customer Group_1743,Network and Infrastructure,Wholesale Telecom Services,359.491,1,5
33088_Customer Group_1743,Security and Privacy,Access Control Solutions,1239.204,1,5
33088_Customer Group_1743,Security and Privacy,Cybersecurity Solutions,3718.2532,9,5
33088_Customer Group_1743,Security and Privacy,Network Security Solutions,681.1412,3,5
33088_Customer Group_1743,Television and Entertainment,Over-the-Top (OTT) Services,433.4712,1,5
331470_Customer Group_5059,Business Solutions,Digital Workspace Solutions,5237.5723,9,9
331470_Customer Group_5059,Communication Tools,Web Conferencing Services,8488.0198,20,9
331470_Customer Group_5059,Data and Analytics,Data Analytics Services,1039.9652999999998,2,9
331470_Customer Group_5059,Data and Analytics,Predictive Analytics,585.4177,3,9
331470_Customer Group_5059,Devices and Accessories,Data Center Equipment - Rack Solutions,323.9698,1,9
331470_Customer Group_5059,IoT and Smart Solutions,Environmental Monitoring Services,28762.8449,36,9
331470_Customer Group_5059,Mobile Services,Family Mobile Plans,2091.5972,14,9
331470_Customer Group_5059,Mobile Services,GPS Tracking Services,7782.2904,3,9
331470_Customer Group_5059,Mobile Services,Mobile Device Management (MDM),249.0433,1,9
331470_Customer Group_5059,Mobile Services,Mobile Plans (Prepaid),1134.336,3,9
331470_Customer Group_5059,Network and Infrastructure,Network Design Services,137.3568,1,9
331470_Customer Group_5059,Network and Infrastructure,Network Equipment Sales,269.7162,1,9
331470_Customer Group_5059,Security and Privacy,Cybersecurity Solutions,2772.6437,12,9
331470_Customer Group_5059,Television and Entertainment,Kids Entertainment Packages,441.1591,3,9
331470_Customer Group_5059,Television and Entertainment,Mobile TV Services,395.74899999999997,4,9
33252_Customer Group_98,Cloud and Hosting Services,Platform as a Service (PaaS),1216.6204,2,5
33252_Customer Group_98,Data and Analytics,Predictive Analytics,531.63,1,5
33252_Customer Group_98,Devices and Accessories,Network switches,285.9615,1,5
33252_Customer Group_98,Mobile Services,Mobile Device Management (MDM),554.664,1,5
33252_Customer Group_98,Mobile Services,Mobile Plans (Prepaid),1180.0937,3,5
33252_Customer Group_98,Network and Infrastructure,Carrier Services,950.624,1,5
33252_Customer Group_98,Network and Infrastructure,Wholesale Telecom Services,6704.8296,3,5
33252_Customer Group_98,Security and Privacy,Access Control Solutions,1415.8759,2,5
33252_Customer Group_98,Security and Privacy,Cybersecurity Solutions,12363.7665,9,5
33252_Customer Group_98,Security and Privacy,Digital ID Services,18.6147,1,5
33252_Customer Group_98,Television and Entertainment,Over-the-Top (OTT) Services,712.3101,2,5
33256_Customer Group_3307,Cloud and Hosting Services,Application Hosting Services,17.226,1,6
33256_Customer Group_3307,Data and Analytics,Predictive Analytics,338.424,1,6
33256_Customer Group_3307,Mobile Services,Mobile Plans (Prepaid),79.2,1,6
33256_Customer Group_3307,Network and Infrastructure,Carrier Services,675.5664,1,6
33256_Customer Group_3307,Network and Infrastructure,Network Design Services,506.9319,2,6
33256_Customer Group_3307,Network and Infrastructure,Network Infrastructure Services,531.3568,1,6
33256_Customer Group_3307,Network and Infrastructure,Wholesale Telecom Services,124.0677,1,6
33256_Customer Group_3307,Television and Entertainment,Mobile TV Services,661.4855,2,6
33256_Customer Group_3307,Television and Entertainment,Over-the-Top (OTT) Services,248.08350000000002,3,6
335000_Customer Group_4864,Broadband and Internet Services,4G Services,4482.8948,3,8
335000_Customer Group_4864,Cloud and Hosting Services,Application Hosting Services,557.1816,1,8
335000_Customer Group_4864,Cloud and Hosting Services,Private Cloud Services,1330.944,2,8
335000_Customer Group_4864,Devices and Accessories,Data Center Equipment - Servers,326.2178,1,8
335000_Customer Group_4864,Devices and Accessories,Enterprise networking equipment,40519.9055,8,8
335000_Customer Group_4864,Digital Transformation Services,Cloud and Hosting Services,5880.2366999999995,4,8
335000_Customer Group_4864,Mobile Services,Mobile Plans (Postpaid),4643.77,1,8
335000_Customer Group_4864,Mobile Services,Mobile Plans (Prepaid),1144.72,1,8
335000_Customer Group_4864,Television and Entertainment,News Subscription Packages,611.1105,1,8
335000_Customer Group_4864,Television and Entertainment,Premium TV Channels,232.2855,1,8
335000_Customer Group_4864,Television and Entertainment,Sports Subscription Packages,21999.3146,2,8
33628_Customer Group_1338,Cloud and Hosting Services,Application Hosting Services,28.4096,1,6
33628_Customer Group_1338,Devices and Accessories,Data Center Equipment - Servers,83.4768,1,6
33628_Customer Group_1338,Digital Transformation Services,Cloud Strategy and Migration,96.5598,1,6
33628_Customer Group_1338,IoT and Smart Solutions,Smart City Solutions,286.5303,1,6
33628_Customer Group_1338,Mobile Services,Mobile Device Management (MDM),552.1397999999999,2,6
33628_Customer Group_1338,Network and Infrastructure,Carrier Services,1989.244,1,6
33628_Customer Group_1338,Network and Infrastructure,Network Infrastructure Services,1613.1970999999999,2,6
33628_Customer Group_1338,Network and Infrastructure,Network Integration Services,531.531,2,6
33628_Customer Group_1338,Television and Entertainment,Over-the-Top (OTT) Services,289.7274,1,6
33628_Customer Group_1338,Television and Entertainment,Smart TV Services,103.8288,1,6
337210_Customer Group_5272,Business Solutions,Managed IT Services,577.753,1,8
337210_Customer Group_5272,Cloud and Hosting Services,Application Hosting Services,108.5634,1,8
337210_Customer Group_5272,Communication Tools,Web Conferencing Services,925.5318000000001,2,8
337210_Customer Group_5272,Data and Analytics,Predictive Analytics,194.80450000000002,2,8
337210_Customer Group_5272,Devices and Accessories,Data Center Equipment - Rack Solutions,3514.9868,2,8
337210_Customer Group_5272,Devices and Accessories,Network switches,1353.2096,4,8
337210_Customer Group_5272,IoT and Smart Solutions,Environmental Monitoring Services,491.6916,1,8
337210_Customer Group_5272,IoT and Smart Solutions,Fleet Management Solutions,21.016,1,8
337210_Customer Group_5272,Mobile Services,Family Mobile Plans,1723.9588999999999,3,8
337210_Customer Group_5272,Mobile Services,GPS Tracking Services,153.525,1,8
337210_Customer Group_5272,Mobile Services,Mobile Plans (Prepaid),242.6429,2,8
337210_Customer Group_5272,Network and Infrastructure,Wholesale Telecom Services,215.1368,2,8
337210_Customer Group_5272,Security and Privacy,Cybersecurity Solutions,250.5776,4,8
337210_Customer Group_5272,Security and Privacy,Network Security Solutions,62.6826,2,8
337210_Customer Group_5272,Television and Entertainment,Mobile TV Services,375.1055,3,8
337210_Customer Group_5272,Television and Entertainment,Premium TV Channels,1108.1043,3,8
33781_Customer Group_1936,Business Solutions,Asset Tracking Solutions,1786.9674,1,4
33781_Customer Group_1936,Business Solutions,Managed IT Services,2126.1123,1,4
33781_Customer Group_1936,Cloud and Hosting Services,Application Hosting Services,6784.0942000000005,3,4
33781_Customer Group_1936,Cloud and Hosting Services,Data Backup Services,247.8063,1,4
33781_Customer Group_1936,Cloud and Hosting Services,Platform as a Service (PaaS),88.319,1,4
33781_Customer Group_1936,Communication Tools,Virtual Event Hosting,9655.7167,3,4
33781_Customer Group_1936,Data and Analytics,Predictive Analytics,2117.9159,6,4
33781_Customer Group_1936,Devices and Accessories,Data Center Equipment - Servers,964.169,1,4
33781_Customer Group_1936,Digital Transformation Services,Cloud Strategy and Migration,790.625,1,4
33781_Customer Group_1936,IoT and Smart Solutions,Environmental Monitoring Services,3948.6499999999996,2,4
33781_Customer Group_1936,IoT and Smart Solutions,Smart City Solutions,2612.0088,2,4
33781_Customer Group_1936,Mobile Services,Family Mobile Plans,5968.6165,4,4
33781_Customer Group_1936,Mobile Services,Mobile Device Management (MDM),1392.0185999999999,5,4
33781_Customer Group_1936,Mobile Services,Mobile Plans (Prepaid),116.461,2,4
33781_Customer Group_1936,Network and Infrastructure,Carrier Services,1943.9031,2,4
33781_Customer Group_1936,Network and Infrastructure,Network Design Services,60.0143,1,4
33781_Customer Group_1936,Network and Infrastructure,Network Equipment Sales,112.236,1,4
33781_Customer Group_1936,Network and Infrastructure,Network Infrastructure Services,11650.359400000001,7,4
33781_Customer Group_1936,Network and Infrastructure,Network Integration Services,2792.9833,1,4
33781_Customer Group_1936,Network and Infrastructure,Network Maintenance Services,438.2816,2,4
33781_Customer Group_1936,Security and Privacy,Access Control Solutions,1559.4443999999999,2,4
33781_Customer Group_1936,Security and Privacy,Cybersecurity Solutions,21798.3847,15,4
33781_Customer Group_1936,Security and Privacy,Digital ID Services,3941.0184,1,4
33781_Customer Group_1936,Security and Privacy,Encrypted Communication Services,1675.0720000000001,1,4
33781_Customer Group_1936,Television and Entertainment,Over-the-Top (OTT) Services,4109.9326,5,4
33781_Customer Group_1936,Television and Entertainment,Premium TV Channels,1252.9527,1,4
33781_Customer Group_1936,Television and Entertainment,Smart TV Services,133.6082,1,4
34029_Customer Group_1059,Business Solutions,Asset Tracking Solutions,1066.004,3,4
34029_Customer Group_1059,Business Solutions,Digital Workspace Solutions,564.9875,1,4
34029_Customer Group_1059,Cloud and Hosting Services,Application Hosting Services,599.3158000000001,5,4
34029_Customer Group_1059,Cloud and Hosting Services,Platform as a Service (PaaS),360.5,1,4
34029_Customer Group_1059,Communication Tools,Virtual Event Hosting,145.9488,1,4
34029_Customer Group_1059,Communication Tools,Web Conferencing Services,2068.9306,2,4
34029_Customer Group_1059,Data and Analytics,Data Analytics Services,279.76,1,4
34029_Customer Group_1059,Data and Analytics,Predictive Analytics,473.86330000000004,6,4
34029_Customer Group_1059,Devices and Accessories,Data Center Equipment - Servers,370.408,1,4
34029_Customer Group_1059,Mobile Services,Family Mobile Plans,189.6048,1,4
34029_Customer Group_1059,Mobile Services,Mobile Device Management (MDM),3414.5007,5,4
34029_Customer Group_1059,Mobile Services,Mobile Plans (Prepaid),212.2918,4,4
34029_Customer Group_1059,Security and Privacy,Cybersecurity Solutions,2336.265,9,4
34029_Customer Group_1059,Security and Privacy,Network Security Solutions,221.7899,3,4
34029_Customer Group_1059,Television and Entertainment,Educational TV Channels,134.4186,1,4
34029_Customer Group_1059,Television and Entertainment,Kids Entertainment Packages,70.464,1,4
34029_Customer Group_1059,Television and Entertainment,Mobile TV Services,30.8129,1,4
34029_Customer Group_1059,Television and Entertainment,Over-the-Top (OTT) Services,221.83440000000002,2,4
34029_Customer Group_1059,Television and Entertainment,Premium TV Channels,106.0025,1,4
34034_Customer Group_2876,Security and Privacy,Cybersecurity Solutions,749.6128,2,5
34101_Customer Group_1339,Business Solutions,Workforce Management Solutions,2414.5216,1,3
34101_Customer Group_1339,Digital Transformation Services,Remote Work Solutions,1058.7465,1,3
34174_Customer Group_783,Community and Social Platforms,Professional Networking Platforms,664.208,2,5
34174_Customer Group_783,Mobile Services,Mobile Device Management (MDM),14.4326,1,5
34174_Customer Group_783,Network and Infrastructure,Network Maintenance Services,23.8612,1,5
34174_Customer Group_783,Security and Privacy,Access Control Solutions,213.4262,1,5
34174_Customer Group_783,Security and Privacy,Cybersecurity Solutions,1219.5982999999999,3,5
34181_Customer Group_3687,Cloud and Hosting Services,Application Hosting Services,959.8019999999999,1,4
34181_Customer Group_3687,Cloud and Hosting Services,Platform as a Service (PaaS),802.1148,3,4
34181_Customer Group_3687,IoT and Smart Solutions,Smart City Solutions,1294.5864,1,4
34181_Customer Group_3687,Mobile Services,Mobile Device Management (MDM),126.25,1,4
34181_Customer Group_3687,Network and Infrastructure,Network Consulting Services,565.0206,1,4
34181_Customer Group_3687,Network and Infrastructure,Network Infrastructure Services,769.5254,1,4
34181_Customer Group_3687,Network and Infrastructure,Network Maintenance Services,1633.593,3,4
34181_Customer Group_3687,Television and Entertainment,Mobile TV Services,1270.206,1,4
34330_Customer Group_3363,Broadband and Internet Services,Broadband Internet (Fiber),1793.5425,1,4
34330_Customer Group_3363,Business Solutions,Asset Tracking Solutions,1280.901,1,4
34330_Customer Group_3363,Cloud and Hosting Services,Cloud PBX Services,7763.4288,2,4
34330_Customer Group_3363,Communication Tools,Virtual Event Hosting,277.1796,1,4
34330_Customer Group_3363,Community and Social Platforms,Professional Networking Platforms,6560.88,2,4
34330_Customer Group_3363,Network and Infrastructure,Carrier Services,1679.3786,2,4
34330_Customer Group_3363,Network and Infrastructure,Network Integration Services,4168.89,1,4
34360_Customer Group_110,Business Solutions,Workforce Management Solutions,1107.1566,1,3
34360_Customer Group_110,Cloud and Hosting Services,Application Hosting Services,270.5143,1,3
34360_Customer Group_110,Mobile Services,Family Mobile Plans,38.387,1,3
34360_Customer Group_110,Mobile Services,Mobile Device Management (MDM),134.046,1,3
34360_Customer Group_110,Television and Entertainment,Over-the-Top (OTT) Services,114.169,1,3
34369_Customer Group_3765,Security and Privacy,Cybersecurity Solutions,16351.9488,10,5
34373_Customer Group_2318,Network and Infrastructure,Carrier Services,712.155,2,6
34373_Customer Group_2318,Television and Entertainment,Mobile TV Services,46.954,1,6
34373_Customer Group_2318,Television and Entertainment,Smart TV Services,25.0325,1,6
34383_Customer Group_3129,Cloud and Hosting Services,Application Hosting Services,222.0302,1,5
34383_Customer Group_3129,Security and Privacy,Cybersecurity Solutions,1551.7866999999999,9,5
34383_Customer Group_3129,Security and Privacy,Network Security Solutions,82.3248,1,5
34383_Customer Group_3129,Television and Entertainment,Premium TV Channels,90.3623,1,5
34445_Customer Group_785,Network and Infrastructure,Network Infrastructure Services,187.864,1,6
34445_Customer Group_785,Television and Entertainment,Mobile TV Services,25.272,1,6
34445_Customer Group_785,Television and Entertainment,Smart TV Services,18.8833,1,6
34671_Customer Group_786,Business Solutions,Asset Tracking Solutions,2496.918,2,6
34671_Customer Group_786,Business Solutions,Digital Workspace Solutions,70.7101,1,6
34671_Customer Group_786,Business Solutions,Workforce Management Solutions,267.5422,1,6
34671_Customer Group_786,Cloud and Hosting Services,Application Hosting Services,1464.3124,5,6
34671_Customer Group_786,Cloud and Hosting Services,Data Backup Services,2369.8251,4,6
34671_Customer Group_786,Community and Social Platforms,Professional Networking Platforms,1647.825,2,6
34671_Customer Group_786,Customer Support and Management,Customer Support Services,690.1953000000001,1,6
34671_Customer Group_786,Data and Analytics,Predictive Analytics,41.7978,1,6
34671_Customer Group_786,Devices and Accessories,Data Center Equipment - Servers,104.89,1,6
34671_Customer Group_786,Digital Transformation Services,Remote Work Solutions,118.6186,1,6
34671_Customer Group_786,Gaming and eSports,Live Streaming Services,341.6,1,6
34671_Customer Group_786,IoT and Smart Solutions,Smart City Solutions,344.0887,2,6
34671_Customer Group_786,Mobile Services,Family Mobile Plans,179.823,1,6
34671_Customer Group_786,Mobile Services,Mobile Device Management (MDM),8939.0594,20,6
34671_Customer Group_786,Mobile Services,Mobile Plans (Prepaid),588.2533,5,6
34671_Customer Group_786,Network and Infrastructure,Carrier Services,29424.4411,10,6
34671_Customer Group_786,Network and Infrastructure,Network Consulting Services,474.7255,2,6
34671_Customer Group_786,Network and Infrastructure,Network Design Services,38.15,1,6
34671_Customer Group_786,Network and Infrastructure,Network Equipment Sales,31.4496,1,6
34671_Customer Group_786,Network and Infrastructure,Network Infrastructure Services,1867.4074,7,6
34671_Customer Group_786,Network and Infrastructure,Wholesale Telecom Services,851.0566000000001,2,6
34671_Customer Group_786,Security and Privacy,Access Control Solutions,1616.0646000000002,2,6
34671_Customer Group_786,Security and Privacy,Cybersecurity Solutions,367.5353,3,6
34671_Customer Group_786,Security and Privacy,Network Security Solutions,31.3956,1,6
34671_Customer Group_786,Television and Entertainment,Kids Entertainment Packages,279.612,1,6
34671_Customer Group_786,Television and Entertainment,Mobile TV Services,380.5201,6,6
34671_Customer Group_786,Television and Entertainment,Over-the-Top (OTT) Services,1560.0924,6,6
34671_Customer Group_786,Television and Entertainment,Premium TV Channels,493.19689999999997,6,6
34671_Customer Group_786,Television and Entertainment,Smart TV Services,45.7436,4,6
34805_Customer Group_788,Business Solutions,Asset Tracking Solutions,1502.6692,1,4
34805_Customer Group_788,Cloud and Hosting Services,Application Hosting Services,1428.7178,3,4
34805_Customer Group_788,Cloud and Hosting Services,Data Backup Services,245.6719,1,4
34805_Customer Group_788,Data and Analytics,Data Analytics Services,136.8521,2,4
34805_Customer Group_788,Devices and Accessories,Data Center Equipment - Servers,428.86740000000003,3,4
34805_Customer Group_788,Digital Transformation Services,Remote Work Solutions,1802.0476,3,4
34805_Customer Group_788,Gaming and eSports,Live Streaming Services,741.6,2,4
34805_Customer Group_788,IoT and Smart Solutions,Environmental Monitoring Services,219.6,1,4
34805_Customer Group_788,IoT and Smart Solutions,Smart City Solutions,397.11199999999997,1,4
34805_Customer Group_788,Mobile Services,Mobile Device Management (MDM),10331.3338,6,4
34805_Customer Group_788,Mobile Services,Mobile Plans (Prepaid),821.8624,1,4
34805_Customer Group_788,Network and Infrastructure,Carrier Services,4498.404,2,4
34805_Customer Group_788,Network and Infrastructure,Network Design Services,234.7748,1,4
34805_Customer Group_788,Network and Infrastructure,Network Equipment Sales,25.536,1,4
34805_Customer Group_788,Network and Infrastructure,Network Infrastructure Services,4978.5421,5,4
34805_Customer Group_788,Network and Infrastructure,Network Monitoring Services,1392.0,1,4
34805_Customer Group_788,Network and Infrastructure,Wholesale Telecom Services,116.7033,1,4
34805_Customer Group_788,Security and Privacy,Access Control Solutions,3380.8983,5,4
34805_Customer Group_788,Security and Privacy,Cybersecurity Solutions,3885.9585,6,4
34805_Customer Group_788,Security and Privacy,Network Security Solutions,82.28609999999999,1,4
34805_Customer Group_788,Television and Entertainment,Over-the-Top (OTT) Services,398.5084,2,4
35554_Customer Group_1906,Broadband and Internet Services,Broadband Internet (Fiber),1738.2339,1,9
35554_Customer Group_1906,Devices and Accessories,Data Center Equipment - Servers,337.2684,1,9
35554_Customer Group_1906,IoT and Smart Solutions,Internet of Things (IoT) Solutions,4151.5559,2,9
35554_Customer Group_1906,Mobile Services,Mobile Device Management (MDM),501.07860000000005,2,9
35554_Customer Group_1906,Mobile Services,Mobile Plans (Prepaid),69.6069,1,9
35554_Customer Group_1906,Network and Infrastructure,Network Consulting Services,535.4448,3,9
35554_Customer Group_1906,Network and Infrastructure,Network Infrastructure Services,205.91,1,9
35554_Customer Group_1906,Security and Privacy,Cybersecurity Solutions,330.225,1,9
35554_Customer Group_1906,Television and Entertainment,Educational TV Channels,14.312999999999999,1,9
35554_Customer Group_1906,Television and Entertainment,Mobile TV Services,96.6536,1,9
35613_Customer Group_792,Business Solutions,Workforce Management Solutions,63.1851,1,5
35613_Customer Group_792,Cloud and Hosting Services,Application Hosting Services,384.9625,1,5
35613_Customer Group_792,Gaming and eSports,Live Streaming Services,678.0,1,5
35613_Customer Group_792,Mobile Services,Family Mobile Plans,56.484,1,5
35613_Customer Group_792,Security and Privacy,Cybersecurity Solutions,2591.3254,6,5
35638_Customer Group_2629,Cloud and Hosting Services,Application Hosting Services,273.51869999999997,1,4
35638_Customer Group_2629,Data and Analytics,Big Data Solutions,594.9208,1,4
35638_Customer Group_2629,Devices and Accessories,Data Center Equipment - Servers,456.14910000000003,2,4
35638_Customer Group_2629,IoT and Smart Solutions,Smart City Solutions,49.21,1,4
35638_Customer Group_2629,Mobile Services,Mobile Plans (Prepaid),741.6921,2,4
35638_Customer Group_2629,Network and Infrastructure,Carrier Services,744.94,1,4
35638_Customer Group_2629,Network and Infrastructure,Network Infrastructure Services,362.148,1,4
35638_Customer Group_2629,Television and Entertainment,Over-the-Top (OTT) Services,67.6991,1,4
35638_Customer Group_2629,Television and Entertainment,Premium TV Channels,261.2645,3,4
35638_Customer Group_2629,Television and Entertainment,Smart TV Services,26.1186,2,4
35680_Customer Group_1956,Broadband and Internet Services,4G Services,116064.6543,15,4
35680_Customer Group_1956,Broadband and Internet Services,5G Services,2552.732,1,4
35680_Customer Group_1956,Business Solutions,Digital Workspace Solutions,536.4706,1,4
35680_Customer Group_1956,Business Solutions,Managed IT Services,3520.7443,5,4
35680_Customer Group_1956,Cloud and Hosting Services,Application Hosting Services,9482.8536,3,4
35680_Customer Group_1956,Cloud and Hosting Services,Data Backup Services,677.5671,2,4
35680_Customer Group_1956,Cloud and Hosting Services,Platform as a Service (PaaS),2753.6007,3,4
35680_Customer Group_1956,Cloud and Hosting Services,Private Cloud Services,21901.699800000002,4,4
35680_Customer Group_1956,Data and Analytics,Big Data Solutions,2463.606,1,4
35680_Customer Group_1956,Data and Analytics,Data Analytics Services,1215.6393,4,4
35680_Customer Group_1956,Data and Analytics,Predictive Analytics,2808.5826,7,4
35680_Customer Group_1956,Devices and Accessories,Data Center Equipment - Rack Solutions,6222.2365,5,4
35680_Customer Group_1956,Devices and Accessories,Data Center Equipment - Servers,7743.0693,5,4
35680_Customer Group_1956,Devices and Accessories,Data Center Equipment - Storage Solutions,4525.8754,3,4
35680_Customer Group_1956,Devices and Accessories,Enterprise networking equipment,128234.2559,14,4
35680_Customer Group_1956,Devices and Accessories,Network switches,1709.128,3,4
35680_Customer Group_1956,Digital Transformation Services,Cloud and Hosting Services,32352.5164,10,4
