ProductID,GROSS_TURNOVER,AMOUNT,Invoice_count,Main_account_count,ProdCat1,ProdCat2,%Gross_Turnover,Cum_%Gross_Turnover
413112064,2231.8343,259,1,1,Television and Entertainment,Smart TV Services,0.0026515530899917407,86.9420835261758
743171330,2229.964,24,1,1,Mobile Services,Family Mobile Plans,0.0026493310613473152,86.94473285723714
7857044720,2229.7857999999997,16,1,1,Digital Transformation Services,Remote Work Solutions,0.0026491193490527968,86.9473819765862
4373000372,2229.24,11,1,1,Network and Infrastructure,Network Monitoring Services,0.0026484709058970856,86.9500304474921
5725630873,2226.1824,1,1,1,Network and Infrastructure,Wholesale Telecom Services,0.002644838293597885,86.95267528578569
4486804687,2225.8056,2,1,1,Network and Infrastructure,Wholesale Telecom Services,0.002644390632584561,86.95531967641827
4017918125141,2225.5248,7,1,1,Devices and Accessories,Data Center Equipment - Servers,0.0026440570253325937,86.9579637334436
4462807250,2225.2716,76,1,1,Devices and Accessories,Network switches,0.002643756208537016,86.96060748965215
4322822444,2225.1972,5,1,1,Mobile Services,Mobile Plans (Prepaid),0.0026436678168719648,86.96325115746902
JLV 364,2224.8,1,1,1,Devices and Accessories,Enterprise networking equipment,0.002643195919434353,86.96589435338845
ASR240,2224.3848,23,1,1,Mobile Services,Mobile Plans (Postpaid),0.002642702636916486,86.96853705602537
744600264,2223.8213,29,1,1,Mobile Services,Family Mobile Plans,0.0026420331650985245,86.97117908919047
4440610372,2223.3972,34,1,1,Data and Analytics,Predictive Analytics,0.002641529308846532,86.97382061849932
4372400090,2223.1824,1,1,1,Network and Infrastructure,Network Monitoring Services,0.0026412741135554978,86.97646189261287
4419004011,2223.0,2,1,1,Network and Infrastructure,Wholesale Telecom Services,0.0026410574114089204,86.97910295002428
2912406020,2222.9107,2051,1,1,Television and Entertainment,Premium TV Channels,0.0026409513176496586,86.98174390134193
3032302524,2222.9049999999997,161,1,1,Network and Infrastructure,Carrier Services,0.0026409445457075778,86.98438484588763
4443161272,2222.7315,1,1,1,Network and Infrastructure,Wholesale Telecom Services,0.0026407384172951265,86.98702558430493
7857029525,2222.5661,8,1,1,Gaming and eSports,Live Streaming Services,0.00264054191216879,86.9896661262171
101723039,2222.2659,3,1,1,Customer Support and Management,Customer Support Services,0.002640185256552548,86.99230631147366
460944738,2221.9704,1,1,1,Business Solutions,Digital Workspace Solutions,0.0026398341848183735,86.99494614565847
4326800210,2221.7309999999998,65,1,1,Mobile Services,Mobile Plans (Prepaid),0.0026395497632509903,86.99758569542172
617500171,2220.0116,21,1,1,Communication Tools,Web Conferencing Services,0.002637507012862697,87.00022320243458
2120908040,2219.9773999999998,763,1,1,Business Solutions,Managed IT Services,0.0026374663812102138,87.0028606688158
4460901606,2219.959,20,1,1,Devices and Accessories,Network switches,0.002637444520905954,87.0054981133367
1017050068,2218.6133,11,1,1,Mobile Services,Mobile Device Management (MDM),0.0026358457485449404,87.00813395908524
JSF 8015,2217.6054,3,1,1,Broadband and Internet Services,4G Services,0.0026346483028566996,87.0107686073881
JLA 2115,2217.6,7,1,1,Devices and Accessories,Enterprise networking equipment,0.0026346418873326232,87.01340324927543
4367097546,2217.3654,2,1,1,Television and Entertainment,Movie Subscription Packages,0.002634363168453309,87.01603761244388
34201022,2216.6171,59,1,1,Network and Infrastructure,Network Consulting Services,0.002633474143144736,87.01867108658702
353991160,2215.5227999999997,38,1,1,Business Solutions,Workforce Management Solutions,0.002632174049071274,87.02130326063609
5734000591,2214.9703,318,1,1,Data and Analytics,Big Data Solutions,0.0026315176459134684,87.023934778282
4322020131,2214.7845,43,1,1,Mobile Services,Mobile Plans (Prepaid),0.0026312969043628433,87.02656607518637
RIV4603,2214.7668,1,1,1,Mobile Services,Mobile Plans (Postpaid),0.0026312758757005925,87.02919735106207
2912406040,2213.7518,1884,1,1,Television and Entertainment,Premium TV Channels,0.002630069994786252,87.03182742105685
RFBR30,2213.3979,14,1,1,Mobile Services,Mobile Plans (Postpaid),0.0026296495403472517,87.0344570705972
7842254826,2212.433,9,1,1,Community and Social Platforms,Professional Networking Platforms,0.0026285031812396187,87.03708557377844
ASU5772,2211.696,8,1,1,Mobile Services,Mobile Plans (Postpaid),0.0026276275810092056,87.03971320135945
617080264,2210.236,6,1,1,Communication Tools,Web Conferencing Services,0.0026258930133885765,87.04233909437284
4438009067,2209.6326,5,1,1,Network and Infrastructure,Wholesale Telecom Services,0.0026251761379760515,87.04496427051082
413112365,2209.3988999999997,18,1,1,Television and Entertainment,Smart TV Services,0.0026248984883507492,87.04758916899917
2308406160,2209.2815,112,1,1,Television and Entertainment,Premium TV Channels,0.0026247590101050908,87.05021392800927
4454090721,2209.0523,9,1,1,Devices and Accessories,Network switches,0.002624486706749852,87.05283841471602
7722353004,2208.9416,2,1,1,IoT and Smart Solutions,Environmental Monitoring Services,0.0026243551885062884,87.05546276990452
7897120112,2208.5367,4,1,1,Network and Infrastructure,Wholesale Telecom Services,0.0026238741430065675,87.05808664404753
7824831157,2208.1016,2,1,1,Network and Infrastructure,Network Integration Services,0.00262335721809442,87.06071000126563
1017060786,2206.6242,182,1,1,Mobile Services,Mobile Device Management (MDM),0.002621601978229546,87.06333160324387
4323048320,2206.2512,8,1,1,Mobile Services,Mobile Plans (Prepaid),0.0026211588318442755,87.06595276207571
JRRP4020,2206.026,3,1,1,Television and Entertainment,News Subscription Packages,0.0026208912807290934,87.06857365335644
728000210,2205.8098,7,1,1,Mobile Services,Family Mobile Plans,0.002620634422154039,87.0711942877786
4333957089,2205.7245,4,1,1,Mobile Services,Mobile Plans (Prepaid),0.0026205330806348334,87.07381482085923
4395513150,2205.6624,648,1,1,Television and Entertainment,Educational TV Channels,0.0026204593021079566,87.07643528016133
4371893747,2205.3874,3,1,1,Network and Infrastructure,Network Monitoring Services,0.002620132585604071,87.07905541274694
5737657484,2205.107,11,1,1,Digital Transformation Services,Cloud Strategy and Migration,0.002619799453576109,87.08167521220051
722150604,2204.55,1,1,1,IoT and Smart Solutions,Environmental Monitoring Services,0.0026191377041482394,87.08429434990465
7524703637,2204.0928,4,1,1,Network and Infrastructure,Network Integration Services,0.002618594523109779,87.08691294442777
1017054705,2203.658,19,1,1,Mobile Services,Mobile Device Management (MDM),0.002618077954615636,87.08953102238239
34601022,2203.3898,84,1,1,Network and Infrastructure,Network Consulting Services,0.0026177593169198466,87.09214878169931
3390997130,2202.9888,1,1,1,Network and Infrastructure,Network Design Services,0.002617282904854181,87.09476606460416
7930506046,2202.4384,62,1,1,Cloud and Hosting Services,Data Backup Services,0.002616628996622404,87.09738269360078
5732119701,2201.8559999999998,915,1,1,Television and Entertainment,Local TV Channels,0.002615937070470175,87.09999863067125
4395541060,2201.3556,441,1,1,Television and Entertainment,Educational TV Channels,0.002615342565239105,87.10261397323649
2057809922,2200.296,31,1,1,Security and Privacy,Cybersecurity Solutions,0.002614083696848134,87.10522805693334
7522507725,2199.5944,28,1,1,Network and Infrastructure,Network Infrastructure Services,0.002613250153942221,87.10784130708728
7522407430,2199.5246,7,1,1,Network and Infrastructure,Network Infrastructure Services,0.002613167227353235,87.11045447431464
4356970440,2199.1083,9,1,1,Network and Infrastructure,Wholesale Telecom Services,0.0026126726379693526,87.1130671469526
4329950181,2198.95,2,1,1,Mobile Services,Mobile Plans (Prepaid),0.002612484568069116,87.11567963152068
JSF 1415,2198.442,2,1,1,Broadband and Internet Services,4G Services,0.002611881033581939,87.11829151255426
7822402737,2198.0086,11,1,1,Network and Infrastructure,Network Infrastructure Services,0.0026113661283718153,87.12090287868264
3390999010,2197.166,5,1,1,Network and Infrastructure,Network Design Services,0.00261036506900391,87.12351324375165
3130126472,2197.0964,12,1,1,Network and Infrastructure,Network Design Services,0.0026102823800269264,87.12612352613168
4322801607,2196.639,15,1,1,Mobile Services,Mobile Plans (Prepaid),0.0026097389613764644,87.12873326509306
7886990528,2196.6,4,1,1,Business Solutions,Asset Tracking Solutions,0.002609692627035913,87.1313429577201
1017054462,2196.3523000000005,30,1,1,Mobile Services,Mobile Device Management (MDM),0.0026093983445704136,87.13395235606467
2200904040,2196.2976,2030,1,1,Business Solutions,Managed IT Services,0.0026093333576876405,87.13656168942235
727496604,2195.6922,1,1,1,IoT and Smart Solutions,Environmental Monitoring Services,0.0026086141061550864,87.1391703035285
5734000245,2195.583,448,1,1,Data and Analytics,Big Data Solutions,0.0026084843700015436,87.1417787878985
34266263,2195.4522,42,1,1,Network and Infrastructure,Network Consulting Services,0.002608328971751696,87.14438711687025
145127398,2195.0114999999996,2,1,1,Customer Support and Management,Customer Support Services,0.0026078053937034686,87.14699492226396
7522463665,2194.8542,1,1,1,Network and Infrastructure,Network Infrastructure Services,0.002607618511863247,87.14960254077582
3230101017,2193.9018,345,1,1,Television and Entertainment,Premium TV Channels,0.00260648700350579,87.15220902777932
7522421775,2193.6944,6,1,1,Network and Infrastructure,Network Infrastructure Services,0.0026062405998588593,87.15481526837918
45511035,2193.3287,21,1,1,Network and Infrastructure,Network Consulting Services,0.0026058061263116924,87.15742107450549
4416196051,2192.6284,9,1,1,Digital Transformation Services,Cloud Strategy and Migration,0.002604974127883798,87.16002604863337
7878101150,2191.7615,6,1,1,Cloud and Hosting Services,Application Hosting Services,0.0026039441986575496,87.16262999283202
4369638832,2191.014,37,1,1,Network and Infrastructure,Network Equipment Sales,0.002603056123796988,87.16523304895583
3230055032,2190.4951,118,1,1,Business Solutions,Managed IT Services,0.0026024396394556566,87.16783548859529
195051110,2189.9592000000002,83,1,1,Customer Support and Management,Customer Support Services,0.002601802958094085,87.17043729155338
4016460127,2188.1965,87,1,1,Data and Analytics,Data Analytics Services,0.002599708764707179,87.17303700031809
4395719104,2188.151,166,1,1,Television and Entertainment,Educational TV Channels,0.002599654707976536,87.17563665502607
614548100,2187.952,3,1,1,Communication Tools,Web Conferencing Services,0.002599418284033725,87.1782360733101
4443171991,2186.9700000000003,7,1,1,Data and Analytics,Data Analytics Services,0.00259825160909985,87.1808343249192
4522100767,2186.4548,17,1,1,Data and Analytics,Predictive Analytics,0.0025976395205805705,87.18343196443979
JREP3215,2185.5625,17,1,1,Television and Entertainment,News Subscription Packages,0.0025965794146299635,87.18602854385442
737719770,2184.2799999999997,7,1,1,IoT and Smart Solutions,Environmental Monitoring Services,0.002595055727661843,87.18862359958209
617500494,2184.0,31,1,1,Communication Tools,Web Conferencing Services,0.0025947230708578866,87.19121832265294
4356904709,2184.0,15,1,1,Broadband and Internet Services,5G Services,0.0025947230708578866,87.1938130457238
4438273525,2183.1974999999998,6,1,1,Mobile Services,Mobile Plans (Prepaid),0.002593769652696548,87.19640681537649
740923706,2181.2133,17,1,1,Mobile Services,Family Mobile Plans,0.002591412304016513,87.1989982276805
1028008041,2180.6459999999997,11,1,1,Cloud and Hosting Services,Application Hosting Services,0.0025907383175704977,87.20158896599807
4323047017,2180.4098,9,1,1,Mobile Services,Mobile Plans (Prepaid),0.00259045769779516,87.20417942369586
2120408016,2179.9127,6287,1,1,Television and Entertainment,Premium TV Channels,0.002589867113162137,87.20676929080902
4440610342,2179.7627,185,1,1,Data and Analytics,Predictive Analytics,0.002589688904160018,87.20935897971319
5733102351,2178.8716,58,1,1,Network and Infrastructure,Carrier Services,0.002588630223881427,87.21194760993707
2912406075,2178.8217,990,1,1,Television and Entertainment,Premium TV Channels,0.002588570939686722,87.21453618087676
4443161245,2178.4773999999998,2,1,1,Network and Infrastructure,Wholesale Telecom Services,0.0025881618906238575,87.21712434276739
439610906,2177.8632,1300,1,1,Security and Privacy,Network Security Solutions,0.0025874321841631793,87.21971177495155
3419700684,2177.1188,11,1,1,Network and Infrastructure,Network Infrastructure Services,0.002586547792288662,87.22229832274384
4330701504,2176.51,1,1,1,Network and Infrastructure,Wholesale Telecom Services,0.00258582450135206,87.22488414724519
7826106631,2176.352,5,1,1,Security and Privacy,Access Control Solutions,0.002585636787869827,87.22746978403306
30630028,2176.138,15,1,1,Network and Infrastructure,Network Consulting Services,0.002585382543026804,87.2300551665761
737719840,2176.0294999999996,6,1,1,IoT and Smart Solutions,Environmental Monitoring Services,0.0025852536385152706,87.23264042021461
7522603205,2175.9593,36,1,1,Network and Infrastructure,Network Infrastructure Services,0.0025851702367022792,87.23522559045131
2057814124,2175.7697,79,1,1,Security and Privacy,Cybersecurity Solutions,0.0025849449805236,87.23781053543183
4322008693,2175.5323,15,1,1,Mobile Services,Mobile Plans (Prepaid),0.0025846629350762458,87.24039519836691
2912412100,2175.3534,764,1,1,Television and Entertainment,Premium TV Channels,0.002584450391139718,87.24297964875805
32141136,2175.2952,4,1,1,Television and Entertainment,Mobile TV Services,0.002584381246046896,87.2455640300041
34301022,2175.1666,28,1,1,Network and Infrastructure,Network Consulting Services,0.002584228461529079,87.24814825846563
2105412050,2173.9327,1031,1,1,Television and Entertainment,Premium TV Channels,0.002582762514277645,87.25073102097991
4443160415,2172.82,1,1,1,Network and Infrastructure,Wholesale Telecom Services,0.0025814405598999237,87.2533124615398
4381463128,2171.5994,63,1,1,Television and Entertainment,Educational TV Channels,0.0025799904138466777,87.25589245195366
750411010,2171.3644,59,1,1,Mobile Services,Family Mobile Plans,0.0025797112197433573,87.2584721631734
3130915230,2171.2428,23,1,1,Network and Infrastructure,Network Design Services,0.002579566751645639,87.26105172992504
3390999252,2170.9466,6,1,1,Network and Infrastructure,Network Design Services,0.0025792148482694545,87.26363094477331
1017049891,2170.6685,11,1,1,Mobile Services,Mobile Device Management (MDM),0.0025788844487795253,87.26620982922209
4329411101,2170.0546,7,1,1,Mobile Services,Mobile Plans (Prepaid),0.002578155098736851,87.26878798432082
7830500582,2169.6975,10,1,1,Television and Entertainment,Smart TV Services,0.002577730842505806,87.27136571516333
352836666,2169.6389,2,1,1,Business Solutions,Workforce Management Solutions,0.0025776612221889775,87.27394337638552
7522461337,2168.7279,2,1,1,Network and Infrastructure,Network Infrastructure Services,0.002576578899516106,87.27651995528504
1017043169,2168.3733,18,1,1,Mobile Services,Mobile Device Management (MDM),0.0025761576134350965,87.27909611289847
4373000466,2165.8,1,1,1,Network and Infrastructure,Network Monitoring Services,0.0025731003786007376,87.28166921327707
435990316,2165.3836,382,1,1,Network and Infrastructure,Carrier Services,0.0025726056704108544,87.28424181894748
4333955758,2165.0202,70,1,1,Mobile Services,Mobile Plans (Prepaid),0.0025721739294017197,87.28681399287689
5733105934,2164.602,173,1,1,Network and Infrastructure,Carrier Services,0.002571677082703811,87.28938566995959
4480909405,2164.3898,1,1,1,Devices and Accessories,Network switches,0.0025714249763688127,87.29195709493595
8039102764,2164.1229000000003,91,1,1,Television and Entertainment,Over-the-Top (OTT) Services,0.0025711078831510423,87.29452820281911
4369550130,2163.4457,16,1,1,Network and Infrastructure,Network Equipment Sales,0.002570303328909474,87.29709850614802
705923604,2163.117,1,1,1,IoT and Smart Solutions,Environmental Monitoring Services,0.0025699128135828293,87.2996684189616
3130915227,2162.7412,21,1,1,Network and Infrastructure,Network Design Services,0.0025694663406295197,87.30223788530223
4326800190,2162.1753,15,1,1,Mobile Services,Mobile Plans (Prepaid),0.0025687940174675236,87.3048066793197
3311090437,2161.9488,3,1,1,Devices and Accessories,Data Center Equipment - Rack Solutions,0.002568524921874324,87.30737520424157
5657041747,2161.7727999999997,12,1,1,Security and Privacy,Cybersecurity Solutions,0.002568315823311837,87.30994352006488
1017058390,2159.7452000000003,5,1,1,Mobile Services,Mobile Device Management (MDM),0.0025659069128271894,87.3125094269777
5651361177,2159.4495,133,1,1,Security and Privacy,Cybersecurity Solutions,0.002565555603481011,87.31507498258118
4330605448,2158.931,3,1,1,Mobile Services,Mobile Plans (Prepaid),0.002564939594363685,87.31763992217554
7878304274,2158.4424,3,1,1,Cloud and Hosting Services,Application Hosting Services,0.0025643591082407814,87.32020428128378
RFKF355,2157.75,5,1,1,Mobile Services,Mobile Plans (Postpaid),0.0025635364954869986,87.32276781777927
7921181263,2156.6462,314,1,1,Devices and Accessories,Data Center Equipment - Servers,0.0025622251148434035,87.32533004289411
3330909602,2156.4052,6,1,1,Network and Infrastructure,Network Design Services,0.002561938792379998,87.32789198168649
2370908000,2156.1389,2815,1,1,Business Solutions,Managed IT Services,0.0025616224119982354,87.3304536040985
7812369877,2156.1102,251,1,1,Cloud and Hosting Services,Hybrid Cloud Services,0.0025615883146758297,87.33301519241317
JS2 1583,2155.673,1,1,1,Broadband and Internet Services,4G Services,0.002561068894837652,87.335576261308
3359102010,2155.13,2,1,1,Network and Infrastructure,Wholesale Telecom Services,0.0025604237782499806,87.33813668508625
4443160122,2154.6984,1,1,1,Network and Infrastructure,Wholesale Telecom Services,0.0025599110115478827,87.3406965960978
4438009310,2154.5865,1,1,1,Digital Transformation Services,Cloud Strategy and Migration,0.002559778067632301,87.34325637416543
4369338193,2154.4794,85,1,1,Network and Infrastructure,Network Equipment Sales,0.0025596508264047885,87.34581602499183
RATB211,2153.6896,1,1,1,Mobile Services,Mobile Plans (Postpaid),0.0025587124966056293,87.34837473748844
7822538407,2153.304,4,1,1,Network and Infrastructure,Network Infrastructure Services,0.002558254380664181,87.3509329918691
5787404016,2152.6754,17,1,1,Network and Infrastructure,Wholesale Telecom Services,0.0025575075661392996,87.35349049943524
7898103044,2151.9704,16,1,1,Cloud and Hosting Services,Platform as a Service (PaaS),0.0025566699838293384,87.35604716941907
5732990056,2151.7767,143,1,1,IoT and Smart Solutions,Internet of Things (IoT) Solutions,0.0025564398566046012,87.35860360927568
3352065100,2151.2208,1,1,1,Television and Entertainment,Kids Entertainment Packages,0.0025557794140427473,87.36115938868971
1028001844,2149.8585,57,1,1,Cloud and Hosting Services,Application Hosting Services,0.0025541609198854987,87.3637135496096
4369309740,2149.3543,154,1,1,Network and Infrastructure,Network Equipment Sales,0.0025535619000263752,87.36626711150963
7815100619,2148.5849,35,1,1,IoT and Smart Solutions,Smart City Solutions,0.002552647806651504,87.36881975931628
195081110,2148.471,77,1,1,Customer Support and Management,Customer Support Services,0.002552512486615895,87.3713722718029
3032302427,2148.4064,194,1,1,Network and Infrastructure,Carrier Services,0.002552435737938982,87.37392470754084
1515132064,2147.2163,4,1,1,IoT and Smart Solutions,Smart City Solutions,0.0025510218277161674,87.37647572936855
2105910180,2147.0484,84,1,1,Business Solutions,Managed IT Services,0.002550822352439795,87.379026551721
7828105533,2146.9807,53,1,1,Cloud and Hosting Services,Application Hosting Services,0.0025507419207768385,87.38157729364177
3230101112,2146.8756000000003,157,1,1,Television and Entertainment,Premium TV Channels,0.002550617055669354,87.38412791069744
614719300,2146.5593,3,1,1,Communication Tools,Web Conferencing Services,0.0025502412722868844,87.38667815196973
705959604,2146.0959,1,1,1,IoT and Smart Solutions,Environmental Monitoring Services,0.0025496907252763367,87.389227842695
4322020154,2145.5899,2,1,1,Mobile Services,Mobile Plans (Prepaid),0.0025490895669091876,87.39177693226192
4323399265,2144.689,626,1,1,Mobile Services,Mobile Plans (Prepaid),0.0025480192436424585,87.39432495150557
2051000497,2144.6346000000003,40,1,1,Security and Privacy,Cybersecurity Solutions,0.0025479546131776903,87.39687290611874
31745142,2144.3712,19,1,1,Television and Entertainment,Mobile TV Services,0.0025476416781699688,87.39942054779691
5655010961,2143.7628,133,1,1,Security and Privacy,Cybersecurity Solutions,0.0025469188624573725,87.40196746665937
4443157021,2142.7303,50,1,1,Network and Infrastructure,Wholesale Telecom Services,0.0025456921904927843,87.40451315884987
4380000096,2142.2225,7,1,1,Business Solutions,Contact Center Solutions,0.0025450888936176096,87.40705824774348
195053110,2142.0596,100,1,1,Customer Support and Management,Customer Support Services,0.002544895358641308,87.40960314310212
64262160,2141.6346,2,1,1,Customer Support and Management,Customer Support Services,0.002544390433135303,87.41214753353525
325464116,2141.6211,1,1,1,Business Solutions,Digital Workspace Solutions,0.0025443743943251123,87.41469190792957
489236563,2140.572,4,1,1,Broadband and Internet Services,Broadband Internet (Fiber),0.0025431280005642895,87.41723503593013
7828990544,2140.0296,31,1,1,Cloud and Hosting Services,Application Hosting Services,0.0025424835968126257,87.41977751952695
325874110,2139.6244,3,1,1,Business Solutions,Digital Workspace Solutions,0.002542002194894901,87.42231952172185
705761704,2139.5907,1,1,1,IoT and Smart Solutions,Environmental Monitoring Services,0.0025419621572724247,87.42486148387911
7522020480,2139.2886,6,1,1,Network and Infrastructure,Network Infrastructure Services,0.0025416032443421562,87.42740308712345
4326906103,2137.8396000000002,80,1,1,Mobile Services,Mobile Plans (Prepaid),0.0025398817453816834,87.42994296886883
615086000,2136.6555,2,1,1,Communication Tools,Web Conferencing Services,0.0025384749635189528,87.43248144383234
4438000552,2136.5406000000003,12,1,1,Mobile Services,Mobile Plans (Prepaid),0.00253833845542333,87.43501978228777
4099055370,2135.475,12,1,1,Television and Entertainment,Educational TV Channels,0.0025370724586722734,87.43755685474645
5657046085,2134.7352,60,1,1,Security and Privacy,Cybersecurity Solutions,0.002536193531873821,87.44009304827831
3230101020,2134.24,329,1,1,Television and Entertainment,Premium TV Channels,0.002535605204554824,87.44262865348287
4326906063,2133.9808000000003,46,1,1,Mobile Services,Mobile Plans (Prepaid),0.002535297259399162,87.44516395074227
4005040400,2133.4428,263,1,1,Digital Transformation Services,Cloud-native Development,0.00253465808311156,87.44769860882538
4441429639,2133.3725,16,1,1,Data and Analytics,Data Analytics Services,0.0025345745624925672,87.45023318338787
358320210,2131.656,35,1,1,Business Solutions,Workforce Management Solutions,0.0025325352574783145,87.45276571864534
JREN6436,2130.9435,3,1,1,Digital Transformation Services,Cloud and Hosting Services,0.0025316887647182473,87.45529740741006
2112017222,2130.8595,9,1,1,IoT and Smart Solutions,Smart City Solutions,0.002531588967677061,87.45782899637773
1088011489,2130.6489,25,1,1,Communication Tools,Virtual Event Hosting,0.0025313387622380853,87.46036033513997
1512721067,2130.5268,261,1,1,Devices and Accessories,Data Center Equipment - Servers,0.00253119370011036,87.46289152884007
1017040418,2130.3935,280,1,1,Mobile Services,Mobile Device Management (MDM),0.002531035331710477,87.46542256417179
1020007969,2130.18,107,1,1,Cloud and Hosting Services,Application Hosting Services,0.00253078168089746,87.46795334585269
2174916040,2130.1636,1,1,1,Business Solutions,Managed IT Services,0.0025307621967132284,87.4704841080494
613238010,2129.35,1,1,1,Communication Tools,Web Conferencing Services,0.002529795591085733,87.47301390364049
4320038073,2129.2843000000003,6,1,1,Mobile Services,Mobile Plans (Prepaid),0.0025297175355428053,87.47554362117603
10001117355,2128.665,31,1,1,Television and Entertainment,Mobile TV Services,0.0025289817699760547,87.478072602946
4009073022,2128.5179000000003,17,1,1,Network and Infrastructure,Wholesale Telecom Services,0.0025288070063479765,87.48060140995234
439611727,2124.9504,480,1,1,Security and Privacy,Network Security Solutions,0.002524568602247571,87.4831259785546
7517800770,2124.0765,10,1,1,Network and Infrastructure,Network Maintenance Services,0.0025235303566012238,87.4856495089112
4369309890,2124.0,70,1,1,Network and Infrastructure,Network Equipment Sales,0.0025234394700101425,87.4881729483812
403221814,2124.0,1,1,1,Business Solutions,Digital Workspace Solutions,0.0025234394700101425,87.49069638785122
RIV4404,2123.7216,1,1,1,Mobile Services,Mobile Plans (Postpaid),0.002523108714102209,87.49321949656532
3321005561,2123.2264,41,1,1,Devices and Accessories,Data Center Equipment - Rack Solutions,0.0025225203867832125,87.4957420169521
2912406050,2123.0474999999997,586,1,1,Television and Entertainment,Premium TV Channels,0.002522307842846684,87.49826432479495
738132004,2122.8412,19,1,1,IoT and Smart Solutions,Environmental Monitoring Services,0.0025220627460657698,87.50078638754101
7522402833,2122.0888,4,1,1,Network and Infrastructure,Network Infrastructure Services,0.002521168849711139,87.50330755639072
5651154177,2121.4339,82,1,1,Security and Privacy,Cybersecurity Solutions,0.002520390789207886,87.50582794717994
2049050491,2120.5705,9,1,1,Security and Privacy,Cybersecurity Solutions,0.002519365018191687,87.50834731219813
9978866500,2120.3176,1,1,1,Business Solutions,Workforce Management Solutions,0.0025190645578141136,87.51086637675594
4369309829,2120.0,39,1,1,Network and Infrastructure,Network Equipment Sales,0.0025186872299536264,87.5133850639859
7921181438,2119.8233,212,1,1,Devices and Accessories,Data Center Equipment - Servers,0.00251847729974913,87.51590354128564
2051125631,2118.6575000000003,132,1,1,Security and Privacy,Cybersecurity Solutions,0.002517092259384658,87.51842063354502
2420908000,2118.5198,2270,1,1,Business Solutions,Managed IT Services,0.0025169286635207126,87.52093756220854
7821100331,2118.4231,2138,1,1,Devices and Accessories,Data Center Equipment - Servers,0.0025168137781173463,87.52345437598666
2057816258,2118.2984,23,1,1,Security and Privacy,Cybersecurity Solutions,0.0025166656270335843,87.52597104161369
5655035263,2118.2572,38,1,1,Security and Privacy,Cybersecurity Solutions,0.002516616678961002,87.52848765829265
7821100360,2118.2164000000002,1418,1,1,Devices and Accessories,Data Center Equipment - Servers,0.002516568206112426,87.53100422649877
405000008,2117.4238,17,1,1,Business Solutions,Digital Workspace Solutions,0.002515626549745227,87.53351985304852
7857027860,2117.3614,2,1,1,Digital Transformation Services,Remote Work Solutions,0.002515552414800345,87.53603540546332
8737903304,2117.0604,17,1,1,Television and Entertainment,Over-the-Top (OTT) Services,0.002515194808736092,87.53855060027206
7898104548,2117.0344,12,1,1,Cloud and Hosting Services,Platform as a Service (PaaS),0.002515163919175725,87.54106576419123
4366201568,2117.0256,7,1,1,Business Solutions,Contact Center Solutions,0.0025151534642476004,87.54358091765548
434401550,2117.016,88,1,1,Cloud and Hosting Services,Cloud PBX Services,0.002515142058871465,87.54609605971434
4369309720,2116.7241,46,1,1,Network and Infrastructure,Network Equipment Sales,0.002514795264153341,87.54861085497849
JREP6420,2116.4957,4,1,1,Television and Entertainment,News Subscription Packages,0.002514523911246114,87.55112537888974
744388104,2115.5111,27,1,1,Mobile Services,Family Mobile Plans,0.0025133541473562025,87.55363873303709
1522025106,2115.2992,2,1,1,Network and Infrastructure,Network Infrastructure Services,0.0025131023974392084,87.55615183543453
JRRH7656,2114.82,1,1,1,Television and Entertainment,News Subscription Packages,0.002512533079080438,87.55866436851362
JRRR3530,2114.5263,4,1,1,Television and Entertainment,News Subscription Packages,0.002512184145854288,87.56117655265948
4006120650,2113.9257,41,1,1,Digital Transformation Services,Cloud-native Development,0.002511470597009802,87.56368802325649
JSF 1425,2113.656,1,1,1,Broadband and Internet Services,4G Services,0.0025111501772239917,87.56619917343372
4355463310,2112.4625,1,1,1,Broadband and Internet Services,5G Services,0.0025097322275971284,87.56870890566131
7822522125,2112.2224,14,1,1,Network and Infrastructure,Network Infrastructure Services,0.002509446974387736,87.5712183526357
4370801131,2111.6389,11,1,1,Network and Infrastructure,Network Monitoring Services,0.0025087537413694917,87.57372710637706
8037308971,2111.3638,1,1,1,Television and Entertainment,Over-the-Top (OTT) Services,0.002508426906059605,87.57623553328312
1088010956,2110.8921,39,1,1,Communication Tools,Virtual Event Hosting,0.0025078664981509403,87.57874339978127
2057808680,2110.3842,14,1,1,Security and Privacy,Cybersecurity Solutions,0.002507263082469764,87.58125066286374
2420920000,2110.1856,113,1,1,Business Solutions,Managed IT Services,0.002507027133750958,87.58375768999748
2370816000,2109.7811,1047,1,1,Business Solutions,Managed IT Services,0.002506546563475243,87.58626423656096
2051002482,2109.2232,67,1,1,Security and Privacy,Cybersecurity Solutions,0.00250588374479336,87.58877012030575
3321003972,2108.9803,24,1,1,Devices and Accessories,Data Center Equipment - Rack Solutions,0.0025055951650159282,87.59127571547077
45060382,2108.6839999999997,10,1,1,Television and Entertainment,Mobile TV Services,0.0025052431428337417,87.5937809586136
2057814205,2108.2555,51,1,1,Security and Privacy,Cybersecurity Solutions,0.0025047340591176875,87.59628569267272
2057807063,2107.82,11,1,1,Security and Privacy,Cybersecurity Solutions,0.002504216658981535,87.5987899093317
4441431013,2107.3965,1,1,1,Data and Analytics,Predictive Analytics,0.0025037135155655506,87.60129362284727
