CUSTOMER_NAME,CUSTOMER_NUMBER,ACCOUNT_GROUP_TXT,CVR_Company_status
CUSTOMER_NAME_1347,96095,Debtors,Normal
CUSTOMER_NAME_1348,96111,Debtors,Normal
CUSTOMER_NAME_1349,96131,Debtors,Active
CUSTOMER_NAME_1350,96152,Debtors,Active
CUSTOMER_NAME_1351,96165,Debtors,Normal
CUSTOMER_NAME_1352,96177,Debtors,Active
CUSTOMER_NAME_1353,96185,Debtors,Normal
CUSTOMER_NAME_1354,96212,Debtors,Normal
CUSTOMER_NAME_1355,96213,Debtors,Active
CUSTOMER_NAME_1356,96216,Debtors,
CUSTOMER_NAME_1357,96226,Debtors,Active
CUSTOMER_NAME_1358,101111,Debtors,Normal
CUSTOMER_NAME_1359,101261,Debtors,Normal
CUSTOMER_NAME_1360,101795,Debtors,Normal
CUSTOMER_NAME_1037,102508,Debtors,Normal
CUSTOMER_NAME_1361,117451,Debtors,Normal
CUSTOMER_NAME_1362,140270,Debtors,Normal
CUSTOMER_NAME_1363,140361,Debtors,Normal
CUSTOMER_NAME_1364,192341,Debtors,Active
CUSTOMER_NAME_1365,201060,Debtors,Active
CUSTOMER_NAME_1366,249101,Debtors,Normal
CUSTOMER_NAME_1367,269220,Debtors,Normal
CUSTOMER_NAME_1368,520940,Debtors,Normal
CUSTOMER_NAME_1369,600450,Debtors,Normal
CUSTOMER_NAME_1370,619140,Debtors,Normal
CUSTOMER_NAME_1032,780836,Debtors,Normal
CUSTOMER_NAME_1371,786100,Debtors,Active
CUSTOMER_NAME_1372,810599,Debtors,Normal
CUSTOMER_NAME_1373,813500,Debtors,Normal
CUSTOMER_NAME_1374,814922,Debtors,Normal
CUSTOMER_NAME_1375,822580,Debtors,Normal
CUSTOMER_NAME_1376,13283,Debtors,Normal
CUSTOMER_NAME_1377,16669,Debtors,Active
CUSTOMER_NAME_884,18279,Debtors,Normal
CUSTOMER_NAME_1378,21113,Debtors,Normal
CUSTOMER_NAME_1379,30108,Debtors,Normal
CUSTOMER_NAME_1380,31876,Debtors,Active
CUSTOMER_NAME_1381,40136,Debtors,Normal
CUSTOMER_NAME_1382,43528,Debtors,Normal
CUSTOMER_NAME_1383,44675,Debtors,Normal
CUSTOMER_NAME_1384,44793,Debtors,Normal
CUSTOMER_NAME_1385,44940,Debtors,Normal
CUSTOMER_NAME_1386,49652,Debtors,Normal
CUSTOMER_NAME_1387,54288,Debtors,Normal
CUSTOMER_NAME_1388,54371,Debtors,Active
CUSTOMER_NAME_856,56260,Debtors,Normal
CUSTOMER_NAME_1389,58477,Debtors,Normal
CUSTOMER_NAME_1390,63359,Debtors,Normal
CUSTOMER_NAME_1391,64673,Debtors,Normal
CUSTOMER_NAME_1392,66334,Debtors,Normal
CUSTOMER_NAME_1393,72546,Debtors,Normal
CUSTOMER_NAME_1394,76149,Debtors,Active
CUSTOMER_NAME_1395,79538,Debtors,Normal
CUSTOMER_NAME_1396,81265,Debtors,Active
CUSTOMER_NAME_1397,83790,Debtors,Normal
CUSTOMER_NAME_1398,83925,Debtors,Normal
CUSTOMER_NAME_1399,84785,Debtors,Normal
CUSTOMER_NAME_1400,86248,Debtors,
CUSTOMER_NAME_919,90078,Debtors,Normal
CUSTOMER_NAME_1401,91624,Debtors,Active
CUSTOMER_NAME_1402,92233,Debtors,Active
CUSTOMER_NAME_1403,92336,Debtors,Normal
CUSTOMER_NAME_1404,92684,Debtors,Normal
CUSTOMER_NAME_1405,92766,Debtors,Normal
CUSTOMER_NAME_1406,92769,Debtors,Normal
CUSTOMER_NAME_1407,101170,Debtors,Active
CUSTOMER_NAME_1408,103557,Debtors,Active
CUSTOMER_NAME_1409,105153,Debtors,Normal
CUSTOMER_NAME_1410,184000,Debtors,Active
CUSTOMER_NAME_1411,305040,Debtors,Normal
CUSTOMER_NAME_1412,400300,Debtors,Normal
CUSTOMER_NAME_1413,500840,Debtors,Normal
CUSTOMER_NAME_1414,666400,Debtors,Normal
CUSTOMER_NAME_1415,692700,Debtors,Normal
CUSTOMER_NAME_1416,719210,Debtors,Normal
CUSTOMER_NAME_1417,764235,Debtors,Inactive
CUSTOMER_NAME_1418,767418,Debtors,Active
CUSTOMER_NAME_1419,790570,Debtors,Normal
CUSTOMER_NAME_1420,808942,Debtors,Active
CUSTOMER_NAME_1421,810070,Debtors,Active
CUSTOMER_NAME_1422,815718,Debtors,Normal
CUSTOMER_NAME_1423,816177,Debtors,Normal
CUSTOMER_NAME_1424,817431,Debtors,Normal
CUSTOMER_NAME_1425,861200,Debtors,Normal
CUSTOMER_NAME_1426,991084,Debtors,Active
CUSTOMER_NAME_1427,11681,Debtors,Normal
CUSTOMER_NAME_1428,13489,Debtors,Normal
CUSTOMER_NAME_1429,14816,Debtors,Normal
CUSTOMER_NAME_1430,19310,Debtors,Normal
CUSTOMER_NAME_1431,24901,Debtors,Normal
CUSTOMER_NAME_1432,25859,Debtors,Normal
CUSTOMER_NAME_1433,27698,Debtors,Normal
CUSTOMER_NAME_1434,27927,Debtors,Normal
CUSTOMER_NAME_1435,28825,Debtors,Normal
CUSTOMER_NAME_1436,31286,Debtors,Inactive
CUSTOMER_NAME_1437,31457,Debtors,Normal
CUSTOMER_NAME_1438,32384,Debtors,Normal
CUSTOMER_NAME_1439,32766,Debtors,Normal
CUSTOMER_NAME_1440,32893,Debtors,Normal
CUSTOMER_NAME_1441,33842,Debtors,Normal
CUSTOMER_NAME_1442,34180,Debtors,Normal
CUSTOMER_NAME_1443,34653,Debtors,Normal
CUSTOMER_NAME_1444,35623,Debtors,Normal
CUSTOMER_NAME_1445,36056,Debtors,Normal
CUSTOMER_NAME_1446,36841,Debtors,Normal
CUSTOMER_NAME_1446,36842,Debtors,Normal
CUSTOMER_NAME_1446,36843,Debtors,Normal
CUSTOMER_NAME_1447,37567,Debtors,Normal
CUSTOMER_NAME_1448,39043,Debtors,Normal
CUSTOMER_NAME_1449,43223,Debtors,Normal
CUSTOMER_NAME_1450,44787,Debtors,Normal
CUSTOMER_NAME_1430,45597,Debtors,Normal
CUSTOMER_NAME_1430,28415,Debtors,
CUSTOMER_NAME_1451,38077,Debtors,
CUSTOMER_NAME_1452,46708,Debtors,Normal
CUSTOMER_NAME_1453,47600,Debtors,Normal
CUSTOMER_NAME_1454,47603,Debtors,Normal
CUSTOMER_NAME_1452,47708,Debtors,Normal
CUSTOMER_NAME_1455,48342,Debtors,Normal
CUSTOMER_NAME_1456,48452,Debtors,Normal
CUSTOMER_NAME_1452,50765,Debtors,Normal
CUSTOMER_NAME_1457,50972,Debtors,Normal
CUSTOMER_NAME_1458,51077,Debtors,Normal
CUSTOMER_NAME_1459,51519,Debtors,Normal
CUSTOMER_NAME_1446,53124,Debtors,Normal
CUSTOMER_NAME_1460,54250,Debtors,Normal
CUSTOMER_NAME_1461,56079,Debtors,Normal
CUSTOMER_NAME_1462,57412,Debtors,Active
CUSTOMER_NAME_1463,58168,Debtors,Normal
CUSTOMER_NAME_1464,58681,Debtors,Normal
CUSTOMER_NAME_1465,58756,Debtors,
CUSTOMER_NAME_1430,60399,Debtors,Normal
CUSTOMER_NAME_1466,60786,Debtors,Active
CUSTOMER_NAME_1449,61642,Debtors,Normal
CUSTOMER_NAME_1467,62144,Debtors,
CUSTOMER_NAME_1439,62869,Debtors,Normal
CUSTOMER_NAME_722,64520,Debtors,Normal
CUSTOMER_NAME_1468,67970,Debtors,Normal
CUSTOMER_NAME_1446,70084,Debtors,Normal
CUSTOMER_NAME_1469,71031,Debtors,Normal
CUSTOMER_NAME_1470,71149,Debtors,Normal
CUSTOMER_NAME_1471,71725,Debtors,
CUSTOMER_NAME_1472,72181,Debtors,Normal
CUSTOMER_NAME_1473,72443,Debtors,Normal
CUSTOMER_NAME_1458,75705,Debtors,Normal
CUSTOMER_NAME_1474,76790,Debtors,Normal
CUSTOMER_NAME_1475,78883,Debtors,Normal
CUSTOMER_NAME_1476,80759,Debtors,
CUSTOMER_NAME_1477,82107,Debtors,Normal
CUSTOMER_NAME_1478,82287,Debtors,Normal
CUSTOMER_NAME_1479,85387,Debtors,Normal
CUSTOMER_NAME_1430,86382,Debtors,Normal
CUSTOMER_NAME_1430,86385,Debtors,Normal
CUSTOMER_NAME_1430,86386,Debtors,Normal
CUSTOMER_NAME_1430,86387,Debtors,Normal
CUSTOMER_NAME_1430,86389,Debtors,Normal
CUSTOMER_NAME_1430,86390,Debtors,Normal
CUSTOMER_NAME_1430,86391,Debtors,Normal
CUSTOMER_NAME_1430,86392,Debtors,Normal
CUSTOMER_NAME_1430,86393,Debtors,Normal
CUSTOMER_NAME_1430,86396,Debtors,Normal
CUSTOMER_NAME_1430,86397,Debtors,Normal
CUSTOMER_NAME_1464,88009,Debtors,Normal
CUSTOMER_NAME_1464,88010,Debtors,Normal
CUSTOMER_NAME_1480,91013,Debtors,Normal
CUSTOMER_NAME_1481,91017,Debtors,Normal
CUSTOMER_NAME_1481,91018,Debtors,Normal
CUSTOMER_NAME_1482,91999,Debtors,
CUSTOMER_NAME_1430,92574,Debtors,Normal
CUSTOMER_NAME_1430,92575,Debtors,Normal
CUSTOMER_NAME_1483,100070,Debtors,Normal
CUSTOMER_NAME_1449,100150,Debtors,Normal
CUSTOMER_NAME_1484,100192,Debtors,Normal
CUSTOMER_NAME_1485,100209,Debtors,Normal
CUSTOMER_NAME_1486,100309,Debtors,Normal
CUSTOMER_NAME_1487,100663,Debtors,Normal
CUSTOMER_NAME_1488,101009,Debtors,Normal
CUSTOMER_NAME_1489,101899,Debtors,Normal
CUSTOMER_NAME_1490,102476,Debtors,Normal
CUSTOMER_NAME_1491,103198,Debtors,
CUSTOMER_NAME_1492,106200,Debtors,Normal
CUSTOMER_NAME_1493,112222,Debtors,Normal
CUSTOMER_NAME_1494,114210,Debtors,Normal
CUSTOMER_NAME_1495,131059,Debtors,Normal
CUSTOMER_NAME_1496,140125,Debtors,Normal
CUSTOMER_NAME_1464,141426,Debtors,Normal
CUSTOMER_NAME_1480,190630,Debtors,Normal
CUSTOMER_NAME_1497,202709,Debtors,Normal
CUSTOMER_NAME_1498,249850,Debtors,Normal
CUSTOMER_NAME_1499,260450,Debtors,Normal
CUSTOMER_NAME_1500,300680,Debtors,Normal
CUSTOMER_NAME_1501,305379,Debtors,Normal
CUSTOMER_NAME_1502,309010,Debtors,Normal
CUSTOMER_NAME_1503,311072,Debtors,Normal
CUSTOMER_NAME_1504,320020,Debtors,Normal
CUSTOMER_NAME_1505,389500,Debtors,Normal
CUSTOMER_NAME_1506,490450,Debtors,Normal
CUSTOMER_NAME_1507,690720,Debtors,Normal
CUSTOMER_NAME_1508,700680,Debtors,Normal
CUSTOMER_NAME_1509,762540,Debtors,Normal
CUSTOMER_NAME_1510,780804,Debtors,Normal
CUSTOMER_NAME_1511,814440,Debtors,Normal
CUSTOMER_NAME_1512,814701,Debtors,Normal
CUSTOMER_NAME_1513,815618,Debtors,Normal
CUSTOMER_NAME_1514,972056,Debtors,Normal
CUSTOMER_NAME_1515,991616,Debtors,Normal
CUSTOMER_NAME_1516,10014,Debtors,Active
CUSTOMER_NAME_1517,10433,Debtors,Active
CUSTOMER_NAME_1518,10510,Debtors,Active
CUSTOMER_NAME_1519,12541,Debtors,Active
CUSTOMER_NAME_1520,14046,Debtors,Active
CUSTOMER_NAME_1521,15717,Debtors,Active
CUSTOMER_NAME_1522,20700,Debtors,Active
CUSTOMER_NAME_1523,20938,Debtors,Normal
CUSTOMER_NAME_1524,21678,Debtors,Normal
CUSTOMER_NAME_1525,21983,Debtors,Active
CUSTOMER_NAME_1526,23013,Debtors,Normal
CUSTOMER_NAME_1527,23397,Debtors,Normal
CUSTOMER_NAME_1528,23570,Debtors,Active
CUSTOMER_NAME_1529,24047,Debtors,Active
CUSTOMER_NAME_1530,24834,Debtors,Active
CUSTOMER_NAME_1531,25668,Debtors,Normal
CUSTOMER_NAME_1532,27617,Debtors,Active
CUSTOMER_NAME_1533,30214,Debtors,Active
CUSTOMER_NAME_1534,30575,Debtors,Active
CUSTOMER_NAME_1535,31761,Debtors,Normal
CUSTOMER_NAME_1536,32087,Debtors,Normal
CUSTOMER_NAME_1537,32342,Debtors,Active
CUSTOMER_NAME_1538,32869,Debtors,Normal
CUSTOMER_NAME_1539,32987,Debtors,Normal
CUSTOMER_NAME_1540,34029,Debtors,Active
CUSTOMER_NAME_1541,34034,Debtors,Active
CUSTOMER_NAME_1542,34088,Debtors,Active
CUSTOMER_NAME_1543,34554,Debtors,Active
CUSTOMER_NAME_1544,36067,Debtors,Active
CUSTOMER_NAME_1545,37446,Debtors,Normal
CUSTOMER_NAME_1546,37546,Debtors,Normal
CUSTOMER_NAME_1547,37577,Debtors,Normal
CUSTOMER_NAME_1548,39504,Debtors,Normal
CUSTOMER_NAME_1549,39943,Debtors,Normal
CUSTOMER_NAME_1550,40055,Debtors,Active
CUSTOMER_NAME_1551,40354,Debtors,Active
CUSTOMER_NAME_1552,41378,Debtors,Active
CUSTOMER_NAME_1553,42380,Debtors,Normal
CUSTOMER_NAME_1554,42517,Debtors,Active
CUSTOMER_NAME_1555,43316,Debtors,Active
CUSTOMER_NAME_1556,43867,Debtors,Normal
CUSTOMER_NAME_1557,44789,Debtors,Normal
CUSTOMER_NAME_1558,44881,Debtors,Active
CUSTOMER_NAME_1559,45214,Debtors,Active
CUSTOMER_NAME_1532,45894,Debtors,Active
CUSTOMER_NAME_1560,45897,Debtors,Normal
CUSTOMER_NAME_1561,45952,Debtors,Normal
CUSTOMER_NAME_1562,45959,Debtors,Normal
CUSTOMER_NAME_1561,45962,Debtors,Normal
CUSTOMER_NAME_1561,45963,Debtors,Normal
CUSTOMER_NAME_1561,45966,Debtors,Normal
CUSTOMER_NAME_1561,45968,Debtors,Normal
CUSTOMER_NAME_1561,45971,Debtors,Normal
CUSTOMER_NAME_1561,45972,Debtors,Normal
CUSTOMER_NAME_1561,45973,Debtors,Normal
CUSTOMER_NAME_66,45994,Debtors,Normal
CUSTOMER_NAME_1563,23264,Debtors,Normal
CUSTOMER_NAME_1564,29926,Debtors,Normal
CUSTOMER_NAME_1535,31758,Debtors,Normal
CUSTOMER_NAME_1535,31767,Debtors,Normal
CUSTOMER_NAME_1565,34800,Debtors,Normal
CUSTOMER_NAME_1566,37380,Debtors,Normal
CUSTOMER_NAME_1567,37442,Debtors,Normal
CUSTOMER_NAME_1568,37445,Debtors,Normal
CUSTOMER_NAME_1569,37447,Debtors,Normal
CUSTOMER_NAME_1570,37703,Debtors,Normal
CUSTOMER_NAME_1571,37705,Debtors,Normal
CUSTOMER_NAME_1566,39334,Debtors,Normal
CUSTOMER_NAME_1572,39699,Debtors,Normal
CUSTOMER_NAME_1573,39941,Debtors,Normal
CUSTOMER_NAME_1574,39944,Debtors,Normal
CUSTOMER_NAME_1575,41348,Debtors,Normal
CUSTOMER_NAME_1576,41371,Debtors,Normal
CUSTOMER_NAME_1577,47275,Debtors,Normal
CUSTOMER_NAME_1578,47464,Debtors,Active
CUSTOMER_NAME_1579,47810,Debtors,Normal
CUSTOMER_NAME_1580,47811,Debtors,Normal
CUSTOMER_NAME_1581,48692,Debtors,Active
CUSTOMER_NAME_1582,48837,Debtors,Normal
CUSTOMER_NAME_1583,49407,Debtors,Active
CUSTOMER_NAME_66,49912,Debtors,Normal
CUSTOMER_NAME_1584,50005,Debtors,Active
CUSTOMER_NAME_1518,50021,Debtors,Active
CUSTOMER_NAME_1585,50489,Debtors,Normal
CUSTOMER_NAME_1586,50921,Debtors,Normal
CUSTOMER_NAME_1587,51003,Debtors,Normal
CUSTOMER_NAME_1588,51106,Debtors,Normal
CUSTOMER_NAME_1589,51271,Debtors,Normal
CUSTOMER_NAME_1590,51571,Debtors,Normal
CUSTOMER_NAME_1591,51899,Debtors,Normal
CUSTOMER_NAME_1592,52224,Debtors,Normal
CUSTOMER_NAME_1593,53299,Debtors,Normal
CUSTOMER_NAME_1593,53302,Debtors,Normal
CUSTOMER_NAME_1594,53325,Debtors,Normal
CUSTOMER_NAME_1565,53346,Debtors,Normal
CUSTOMER_NAME_1565,53353,Debtors,Normal
CUSTOMER_NAME_1565,53357,Debtors,Normal
CUSTOMER_NAME_1565,53358,Debtors,Normal
CUSTOMER_NAME_1595,53369,Debtors,Normal
CUSTOMER_NAME_1595,53372,Debtors,Normal
CUSTOMER_NAME_1595,53373,Debtors,Normal
CUSTOMER_NAME_1596,53604,Debtors,Active
CUSTOMER_NAME_1597,53955,Debtors,Normal
CUSTOMER_NAME_1598,53957,Debtors,Normal
CUSTOMER_NAME_1599,53958,Debtors,Normal
CUSTOMER_NAME_1600,54125,Debtors,Active
CUSTOMER_NAME_1601,54805,Debtors,Normal
CUSTOMER_NAME_1602,54839,Debtors,Normal
CUSTOMER_NAME_66,54897,Debtors,Normal
CUSTOMER_NAME_1603,54903,Debtors,Active
CUSTOMER_NAME_1604,54942,Debtors,Inactive
CUSTOMER_NAME_1605,55064,Debtors,Normal
CUSTOMER_NAME_1606,55159,Debtors,Active
CUSTOMER_NAME_1605,55164,Debtors,Normal
CUSTOMER_NAME_1607,55165,Debtors,Normal
CUSTOMER_NAME_1608,55806,Debtors,Normal
CUSTOMER_NAME_1609,55854,Debtors,Normal
CUSTOMER_NAME_1610,55869,Debtors,Active
CUSTOMER_NAME_1611,56388,Debtors,Normal
CUSTOMER_NAME_1612,56579,Debtors,Normal
CUSTOMER_NAME_1613,57223,Debtors,Active
CUSTOMER_NAME_1614,57959,Debtors,Normal
CUSTOMER_NAME_1615,58262,Debtors,Active
CUSTOMER_NAME_1616,59246,Debtors,Normal
CUSTOMER_NAME_1617,59247,Debtors,Normal
CUSTOMER_NAME_1618,59472,Debtors,Normal
CUSTOMER_NAME_1619,59911,Debtors,Normal
CUSTOMER_NAME_1620,60438,Debtors,Normal
CUSTOMER_NAME_1621,60585,Debtors,Active
CUSTOMER_NAME_1622,60914,Debtors,Normal
CUSTOMER_NAME_1562,62384,Debtors,Normal
CUSTOMER_NAME_1623,62698,Debtors,Normal
CUSTOMER_NAME_1624,63186,Debtors,Active
CUSTOMER_NAME_1625,63604,Debtors,Active
CUSTOMER_NAME_1626,63645,Debtors,Active
CUSTOMER_NAME_1627,64541,Debtors,Normal
CUSTOMER_NAME_1628,64630,Debtors,Active
CUSTOMER_NAME_1629,65079,Debtors,Active
CUSTOMER_NAME_1630,65782,Debtors,Active
CUSTOMER_NAME_1631,65816,Debtors,Normal
CUSTOMER_NAME_1632,66056,Debtors,Normal
CUSTOMER_NAME_1633,66154,Debtors,Active
CUSTOMER_NAME_1593,66194,Debtors,Normal
CUSTOMER_NAME_1634,66400,Debtors,Normal
CUSTOMER_NAME_1635,66462,Debtors,Normal
CUSTOMER_NAME_1636,67003,Debtors,Normal
CUSTOMER_NAME_1637,67603,Debtors,Normal
CUSTOMER_NAME_1638,67862,Debtors,Normal
CUSTOMER_NAME_1639,69787,Debtors,Normal
CUSTOMER_NAME_1640,70984,Debtors,Normal
CUSTOMER_NAME_1561,71177,Debtors,Normal
CUSTOMER_NAME_1641,71576,Debtors,Active
CUSTOMER_NAME_1642,72003,Debtors,Normal
CUSTOMER_NAME_1593,72616,Debtors,Normal
CUSTOMER_NAME_1643,72844,Debtors,Normal
CUSTOMER_NAME_1644,73606,Debtors,Active
CUSTOMER_NAME_1645,74583,Debtors,Normal
CUSTOMER_NAME_1646,74805,Debtors,Normal
CUSTOMER_NAME_1647,75042,Debtors,Active
CUSTOMER_NAME_1648,75378,Debtors,Normal
CUSTOMER_NAME_1649,76349,Debtors,Normal
CUSTOMER_NAME_1538,77075,Debtors,Normal
CUSTOMER_NAME_1650,77210,Debtors,Normal
CUSTOMER_NAME_1651,77240,Debtors,Normal
CUSTOMER_NAME_1652,77544,Debtors,Normal
CUSTOMER_NAME_1653,77953,Debtors,Normal
CUSTOMER_NAME_1654,78208,Debtors,Normal
CUSTOMER_NAME_1655,78472,Debtors,Normal
CUSTOMER_NAME_1656,79054,Debtors,Normal
CUSTOMER_NAME_1657,80368,Debtors,Active
CUSTOMER_NAME_1658,80409,Debtors,Active
CUSTOMER_NAME_1659,80620,Debtors,Active
CUSTOMER_NAME_1660,80786,Debtors,Normal
CUSTOMER_NAME_1661,80788,Debtors,Normal
CUSTOMER_NAME_1662,80839,Debtors,Active
CUSTOMER_NAME_1663,81263,Debtors,Normal
CUSTOMER_NAME_1664,82082,Debtors,Active
CUSTOMER_NAME_1609,84759,Debtors,Normal
CUSTOMER_NAME_1665,84950,Debtors,Active
CUSTOMER_NAME_1666,84974,Debtors,Active
CUSTOMER_NAME_1667,85112,Debtors,Active
CUSTOMER_NAME_1668,85266,Debtors,Normal
CUSTOMER_NAME_1669,85459,Debtors,Active
CUSTOMER_NAME_1670,44781,Debtors,Normal
CUSTOMER_NAME_1671,45579,Debtors,Normal
CUSTOMER_NAME_1565,45793,Debtors,Normal
CUSTOMER_NAME_1672,46120,Debtors,Normal
CUSTOMER_NAME_1673,47035,Debtors,Normal
CUSTOMER_NAME_1585,47860,Debtors,Normal
CUSTOMER_NAME_1674,59690,Debtors,Normal
CUSTOMER_NAME_1663,64075,Debtors,Normal
CUSTOMER_NAME_1675,64928,Debtors,Normal
CUSTOMER_NAME_1676,65167,Debtors,Normal
CUSTOMER_NAME_1677,65817,Debtors,Normal
CUSTOMER_NAME_1678,66177,Debtors,Normal
CUSTOMER_NAME_1535,67896,Debtors,Normal
CUSTOMER_NAME_1679,71395,Debtors,Normal
CUSTOMER_NAME_1680,72080,Debtors,Normal
CUSTOMER_NAME_1681,72781,Debtors,Normal
CUSTOMER_NAME_1593,73956,Debtors,Normal
CUSTOMER_NAME_1671,74834,Debtors,Normal
CUSTOMER_NAME_1682,75072,Debtors,Normal
CUSTOMER_NAME_1683,75075,Debtors,Inactive
CUSTOMER_NAME_1684,79399,Debtors,Normal
CUSTOMER_NAME_1685,79401,Debtors,Normal
CUSTOMER_NAME_1686,79403,Debtors,Normal
CUSTOMER_NAME_1687,79404,Debtors,Normal
CUSTOMER_NAME_1677,82900,Debtors,Normal
CUSTOMER_NAME_1688,88566,Debtors,Normal
CUSTOMER_NAME_1689,88567,Debtors,Normal
CUSTOMER_NAME_1690,89930,Debtors,Normal
CUSTOMER_NAME_1691,90646,Debtors,Normal
CUSTOMER_NAME_1692,91063,Debtors,Active
CUSTOMER_NAME_1693,91843,Debtors,Active
CUSTOMER_NAME_1694,95240,Debtors,Normal
CUSTOMER_NAME_1695,96903,Debtors,Normal
CUSTOMER_NAME_1696,100332,Debtors,Active
CUSTOMER_NAME_1697,100541,Debtors,Active
CUSTOMER_NAME_1698,100624,Debtors,Active
CUSTOMER_NAME_1699,101293,Debtors,Active
CUSTOMER_NAME_1700,101577,Debtors,Active
CUSTOMER_NAME_1701,101619,Debtors,Active
CUSTOMER_NAME_1689,103837,Debtors,Normal
CUSTOMER_NAME_1702,104353,Debtors,Active
CUSTOMER_NAME_1703,105445,Debtors,Normal
CUSTOMER_NAME_1704,105468,Debtors,Normal
CUSTOMER_NAME_1705,105480,Debtors,Normal
CUSTOMER_NAME_1706,105573,Debtors,Normal
CUSTOMER_NAME_1707,105590,Debtors,Normal
CUSTOMER_NAME_1708,105658,Debtors,Normal
CUSTOMER_NAME_1709,105659,Debtors,Normal
CUSTOMER_NAME_1710,105660,Debtors,Normal
CUSTOMER_NAME_1711,105725,Debtors,Active
CUSTOMER_NAME_1712,105851,Debtors,Normal
CUSTOMER_NAME_1713,107070,Debtors,Normal
CUSTOMER_NAME_1714,107593,Debtors,Active
CUSTOMER_NAME_1715,130400,Debtors,Active
CUSTOMER_NAME_1716,173200,Debtors,Active
CUSTOMER_NAME_1717,196975,Debtors,Active
CUSTOMER_NAME_1718,206400,Debtors,Normal
CUSTOMER_NAME_1719,305505,Debtors,Active
CUSTOMER_NAME_1720,312392,Debtors,Active
CUSTOMER_NAME_1721,385650,Debtors,Normal
CUSTOMER_NAME_1722,386401,Debtors,Active
CUSTOMER_NAME_1723,461001,Debtors,Active
CUSTOMER_NAME_1724,537610,Debtors,Active
CUSTOMER_NAME_1725,562530,Debtors,Normal
CUSTOMER_NAME_1726,732270,Debtors,Active
CUSTOMER_NAME_1727,815405,Debtors,Active
CUSTOMER_NAME_1728,823800,Debtors,Active
CUSTOMER_NAME_1729,826943,Debtors,Active
CUSTOMER_NAME_1730,980200,Debtors,Active
CUSTOMER_NAME_1731,989058,Debtors,Active
CUSTOMER_NAME_1732,990106,Debtors,Active
CUSTOMER_NAME_1733,990897,Debtors,Normal
CUSTOMER_NAME_1734,990915,Debtors,Normal
CUSTOMER_NAME_1735,991111,Debtors,Active
CUSTOMER_NAME_1736,995677,Debtors,Normal
CUSTOMER_NAME_1737,995994,Debtors,Active
CUSTOMER_NAME_1738,19844,Debtors,Normal
CUSTOMER_NAME_1739,20541,Debtors,Normal
CUSTOMER_NAME_1740,28482,Debtors,Normal
CUSTOMER_NAME_1741,43791,Debtors,Normal
CUSTOMER_NAME_1742,53905,Debtors,Normal
CUSTOMER_NAME_1743,59889,Debtors,Normal
CUSTOMER_NAME_1744,73130,Debtors,Normal
CUSTOMER_NAME_1745,79229,Debtors,Normal
CUSTOMER_NAME_1746,100364,Debtors,Normal
CUSTOMER_NAME_1747,101746,Debtors,Normal
CUSTOMER_NAME_1748,392280,Debtors,Normal
CUSTOMER_NAME_1741,813829,Debtors,Normal
CUSTOMER_NAME_1749,815538,Debtors,Normal
CUSTOMER_NAME_1750,983068,Debtors,Normal
CUSTOMER_NAME_1751,10448,Debtors,Normal
CUSTOMER_NAME_1752,18034,Debtors,Normal
CUSTOMER_NAME_1753,20095,Debtors,Normal
CUSTOMER_NAME_1754,22851,Debtors,Normal
CUSTOMER_NAME_1755,22946,Debtors,Normal
CUSTOMER_NAME_1756,23252,Debtors,Normal
CUSTOMER_NAME_1757,30279,Debtors,Normal
CUSTOMER_NAME_1758,32455,Debtors,Normal
CUSTOMER_NAME_1759,34018,Debtors,Normal
CUSTOMER_NAME_1760,34851,Debtors,Normal
CUSTOMER_NAME_1761,36937,Debtors,Normal
CUSTOMER_NAME_1762,38479,Debtors,Normal
CUSTOMER_NAME_1763,38484,Debtors,Normal
CUSTOMER_NAME_1764,38486,Debtors,Normal
CUSTOMER_NAME_1765,38495,Debtors,Normal
CUSTOMER_NAME_1766,38500,Debtors,Normal
CUSTOMER_NAME_1767,38503,Debtors,Normal
CUSTOMER_NAME_1768,38508,Debtors,Normal
CUSTOMER_NAME_1769,38518,Debtors,Normal
CUSTOMER_NAME_1770,38522,Debtors,Normal
CUSTOMER_NAME_1771,38528,Debtors,Normal
CUSTOMER_NAME_1772,38537,Debtors,Normal
CUSTOMER_NAME_1773,38548,Debtors,Normal
CUSTOMER_NAME_1774,38549,Debtors,Normal
CUSTOMER_NAME_1775,38550,Debtors,Normal
CUSTOMER_NAME_1776,38559,Debtors,Normal
CUSTOMER_NAME_1777,38560,Debtors,Normal
CUSTOMER_NAME_1778,38566,Debtors,Normal
CUSTOMER_NAME_1779,41394,Debtors,Normal
CUSTOMER_NAME_1780,42475,Debtors,Normal
CUSTOMER_NAME_1781,46974,Debtors,Normal
CUSTOMER_NAME_1782,47704,Debtors,Normal
CUSTOMER_NAME_1783,47783,Debtors,Normal
CUSTOMER_NAME_1784,51012,Debtors,Normal
CUSTOMER_NAME_1761,55351,Debtors,Normal
CUSTOMER_NAME_1761,55759,Debtors,Normal
CUSTOMER_NAME_1785,57886,Debtors,Normal
CUSTOMER_NAME_1786,59001,Debtors,Normal
CUSTOMER_NAME_1761,60901,Debtors,Normal
CUSTOMER_NAME_1787,62554,Debtors,Normal
CUSTOMER_NAME_1788,69639,Debtors,Normal
CUSTOMER_NAME_1789,70580,Debtors,Normal
